,cumulo,nomenclatura_nodo,integridad_nodo,ecosistema,municipio,estado,coord_longitud,coord_latitud,fecha_foto,numero_individuos,etiqueta,anotador_id,ruta
1002,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8082,16.1136,2021-09-15T11:06:42Z,3.0,Tayassu pecari,44,92/3_92_0_1342/HLPXGM09049201/2021-09-04/images_videos/a70a55becc822bc4c45ed98556d50b39_0023.JPG
1003,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8082,16.1136,2021-09-15T11:06:41Z,3.0,Tayassu pecari,44,92/3_92_0_1342/HLPXGM09049201/2021-09-04/images_videos/b5d544ec0ee6def2a7c1ae988586d964_0022.JPG
1004,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8082,16.1136,2021-09-15T11:07:59Z,2.0,Tayassu pecari,44,92/3_92_0_1342/HLPXGM09049201/2021-09-04/images_videos/07762d5e659b03b47061d065e55d65f4_0025.JPG
1005,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8082,16.1136,2021-09-15T11:08:00Z,2.0,Tayassu pecari,44,92/3_92_0_1342/HLPXGM09049201/2021-09-04/images_videos/0357b52dc707ed9a481509209c45b54a_0026.JPG
1006,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8082,16.1136,2021-09-15T11:09:13Z,1.0,Tayassu pecari,44,92/3_92_0_1342/HLPXGM09049201/2021-09-04/images_videos/6ddc0b5dfd289a2446a220da2d3eb2e4_0028.JPG
1007,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8082,16.1136,2021-09-15T11:09:14Z,1.0,Tayassu pecari,44,92/3_92_0_1342/HLPXGM09049201/2021-09-04/images_videos/40b07d4fca65f0fdcda1a47773903077_0029.JPG
1008,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8082,16.1136,2021-09-15T11:15:40Z,1.0,Tayassu pecari,44,92/3_92_0_1342/HLPXGM09049201/2021-09-04/images_videos/55cd9302b6519aa2cf23b5d699734377_0034.JPG
1009,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8082,16.1136,2021-09-15T11:11:09Z,1.0,Tayassu pecari,44,92/3_92_0_1342/HLPXGM09049201/2021-09-04/images_videos/0a7687ad91019b7e48796e6f97f69d8d_0032.JPG
1010,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8082,16.1136,2021-09-15T11:11:08Z,1.0,Tayassu pecari,44,92/3_92_0_1342/HLPXGM09049201/2021-09-04/images_videos/23ea639f18a5a0bacf343613d53c3ad7_0031.JPG
1011,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8082,16.1136,2021-09-15T11:15:41Z,1.0,Tayassu pecari,44,92/3_92_0_1342/HLPXGM09049201/2021-09-04/images_videos/161b9d7dd28fd170023442f9fbb8ca6d_0035.JPG
1012,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8082,16.1136,2021-09-15T11:15:51Z,1.0,Tayassu pecari,44,92/3_92_0_1342/HLPXGM09049201/2021-09-04/images_videos/64bf686cb1198a75a3b35149e3397a04_0037.JPG
1013,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8082,16.1136,2021-09-15T11:15:52Z,1.0,Tayassu pecari,44,92/3_92_0_1342/HLPXGM09049201/2021-09-04/images_videos/0d226d715651056466e8f5c45cafb475_0038.JPG
1014,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.951,31.2598,2021-09-15T11:28:00Z,1.0,Odocoileus virginianus,44,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/fdb56f5a1bbd7bc9ef801e01f870b4d6_3368.JPG
1015,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.951,31.2598,2021-09-15T11:27:59Z,1.0,Odocoileus virginianus,44,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/9792621db1c3d10368c8e0e5c94a8230_3367.JPG
1016,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.951,31.2598,2021-09-15T11:29:02Z,1.0,Odocoileus virginianus,44,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/742e9e3a41cf666fcb19b9dedafa507f_3370.JPG
1017,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.951,31.2598,2021-09-15T12:28:10Z,1.0,Aves,44,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/92d39651f021e13ce408a8f53d68d5f6_3388.JPG
1018,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.951,31.2598,2021-09-15T12:20:47Z,1.0,Aves,44,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/9452b85fce5da9ce2c0ab04327ad21d4_3382.JPG
1019,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.951,31.2598,2021-09-15T12:17:42Z,1.0,Aves,44,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/225850731a4045d265eb4c444a9af932_3374.JPG
1020,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.952,31.254,2021-09-15T13:49:30Z,1.0,Odocoileus virginianus,44,95/1_95_0_1348/HLPXGM09048863/2021-08-04/images_videos/227e5244b9889aef8fcdfe75e9aa0b20_0304.JPG
1021,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.952,31.254,2021-09-15T13:49:31Z,1.0,Odocoileus virginianus,44,95/1_95_0_1348/HLPXGM09048863/2021-08-04/images_videos/bffc595f80bf772c95f7bbda7032be40_0305.JPG
1022,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8211,16.1155,2021-09-15T22:06:36Z,1.0,Panthera onca,44,92/3_92_0_1342/HLPXGM09049271/2021-09-04/images_videos/6a4630e1a7d15a2b8ec80f6abb04c7b0_0052.JPG
1023,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8211,16.1155,2021-09-15T22:06:38Z,1.0,Panthera onca,44,92/3_92_0_1342/HLPXGM09049271/2021-09-04/images_videos/78ce48fe94b8aa934196bec604e2dfa7_0053.JPG
1024,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.951,31.2598,2021-09-16T06:05:57Z,1.0,Odocoileus virginianus,44,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/abc334e5cf33d08ec5802682fa9763be_3418.JPG
1025,32,4_32_0_1280,Degradado,Selvas secas,Tlaquiltenango,Morelos,-99.1437,18.4907,2021-09-16T03:12:41Z,1.0,Mephitis macroura,44,32/4_32_0_1280/HLPXGM09049546/2021-08-23/images_videos/cb65e0a4429f384d2ba9e6fbcf76f69a_0061.JPG
1026,32,4_32_0_1280,Degradado,Selvas secas,Tlaquiltenango,Morelos,-99.1437,18.4907,2021-09-16T03:12:42Z,1.0,Mephitis macroura,44,32/4_32_0_1280/HLPXGM09049546/2021-08-23/images_videos/2c305d28c818329d714c7788385c178c_0062.JPG
1027,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.951,31.2598,2021-09-16T06:05:58Z,1.0,Odocoileus virginianus,44,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/402796fae73f02be0374a2f4774b293e_3419.JPG
1028,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.951,31.2598,2021-09-16T06:06:52Z,1.0,Odocoileus virginianus,44,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/77227d3766d6b7e01441188f04e32e5c_3421.JPG
1029,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8082,16.1136,2021-09-16T10:30:26Z,1.0,Dasyprocta punctata,44,92/3_92_0_1342/HLPXGM09049201/2021-09-04/images_videos/9ee7e62b3047a1e3d1e66c9edac4094e_0040.JPG
1030,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.951,31.2598,2021-09-16T06:06:53Z,1.0,Odocoileus virginianus,44,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/cc2603f988f6200ab53b81239780b49b_3422.JPG
1031,32,4_32_1_1287,Integro,Selvas secas,Tlaquiltenango,Morelos,-99.0029,18.4224,2021-09-16T21:04:13Z,1.0,Odocoileus virginianus,44,32/4_32_1_1287/HLPXGM09049506/2021-08-11/images_videos/748126379f3d4ef3af996809159dba80_0862.JPG
1032,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8082,16.1136,2021-09-16T10:30:27Z,1.0,Dasyprocta punctata,44,92/3_92_0_1342/HLPXGM09049201/2021-09-04/images_videos/cf37097d85a5102eb7bd169c0a08a45f_0041.JPG
1033,32,4_32_1_1287,Integro,Selvas secas,Tlaquiltenango,Morelos,-99.0029,18.4224,2021-09-16T21:04:14Z,1.0,Odocoileus virginianus,44,32/4_32_1_1287/HLPXGM09049506/2021-08-11/images_videos/7b861802b17f63cc0557da7b8e49728d_0863.JPG
1034,32,4_32_1_1287,Integro,Selvas secas,Tlaquiltenango,Morelos,-99.0029,18.4224,2021-09-16T21:04:23Z,1.0,Odocoileus virginianus,44,32/4_32_1_1287/HLPXGM09049506/2021-08-11/images_videos/00c87b75b8436ffd1bde3cb028b8123e_0865.JPG
1035,32,4_32_1_1287,Integro,Selvas secas,Tlaquiltenango,Morelos,-99.0029,18.4224,2021-09-16T21:04:24Z,1.0,Odocoileus virginianus,44,32/4_32_1_1287/HLPXGM09049506/2021-08-11/images_videos/098acdb7c9917645ea35f48f59106a49_0866.JPG
1036,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-09-16T21:41:54Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/a0e29e432361c9396ce584bdec994d81_0998.JPG
1037,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-09-16T21:41:53Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/5dbd28e54ed052dbffac640fd0adfe7a_0997.JPG
1038,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-09-16T21:43:22Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/afac4140bfbf9bcaf07a3af86e941f03_1000.JPG
1039,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-09-16T21:43:23Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/429522066a974ac444d636a54c428281_1001.JPG
1040,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-09-16T21:44:32Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/c4cdee34c63a6494bee4b8d465084013_1003.JPG
1041,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-09-16T21:44:33Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/d3c113c173a153ef5f126686df9abc5c_1004.JPG
1042,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-09-16T21:45:15Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/730c9ad394b54e90d2507ac8fc0e1bc8_1006.JPG
1043,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-09-16T21:45:16Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/93b098944996f48272cbe1839571bfef_1007.JPG
1044,92,3_92_1_1340,Integro,Selvas humedas,Ocosingo,Chiapas,-90.9451,16.1523,2021-09-17T05:41:26Z,1.0,Cuniculus paca,44,92/3_92_1_1340/HLPXGM09048599/2021-09-02/images_videos/64d80582497cb2fdff9973b51d61c5ea_0010.JPG
1045,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8165,16.1494,2021-09-17T06:03:14Z,1.0,Cuniculus paca,44,92/3_92_0_1342/HLPXGM09049092/2021-09-04/images_videos/c921ad9efdd02756ec460a59f86d672b_0055.JPG
1046,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8165,16.1494,2021-09-17T06:03:15Z,1.0,Cuniculus paca,44,92/3_92_0_1342/HLPXGM09049092/2021-09-04/images_videos/64d102f3fc335542ad39f458df90403e_0056.JPG
1047,32,4_32_0_1280,Degradado,Selvas secas,Tlaquiltenango,Morelos,-99.1369,18.4907,2021-09-17T13:55:08Z,1.0,Nasua narica,44,32/4_32_0_1280/HLPXGM09049996/2021-08-23/images_videos/7ef7d3617e66603faa7479cab0d9e1d4_0061.JPG
1048,32,4_32_0_1280,Degradado,Selvas secas,Tlaquiltenango,Morelos,-99.1369,18.4907,2021-09-17T13:55:09Z,1.0,Nasua narica,44,32/4_32_0_1280/HLPXGM09049996/2021-08-23/images_videos/11bc35b5a895293b81d1810dee5f41f9_0062.JPG
1049,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8211,16.1155,2021-09-18T01:10:05Z,1.0,Cuniculus paca,44,92/3_92_0_1342/HLPXGM09049271/2021-09-04/images_videos/d2c607a34b039487e6e252a77cddd458_0055.JPG
1050,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8211,16.1155,2021-09-18T03:19:37Z,1.0,Cuniculus paca,44,92/3_92_0_1342/HLPXGM09049271/2021-09-04/images_videos/38383523c898afe900fddef8bc8d2b2f_0058.JPG
1051,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8211,16.1155,2021-09-18T03:32:43Z,1.0,Cuniculus paca,44,92/3_92_0_1342/HLPXGM09049271/2021-09-04/images_videos/e56101510023b27188a6ffe963648728_0061.JPG
1052,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.944,31.2598,2021-09-18T04:10:24Z,1.0,Puma concolor,44,95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/311aadcf12eee5f95948c66e23f67760_0329.JPG
1053,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8211,16.1155,2021-09-18T01:10:06Z,1.0,Cuniculus paca,44,92/3_92_0_1342/HLPXGM09049271/2021-09-04/images_videos/d69e025e4bd29de0575c596b9ae44c88_0056.JPG
1054,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8165,16.1494,2021-09-18T04:16:41Z,1.0,Cuniculus paca,44,92/3_92_0_1342/HLPXGM09049092/2021-09-04/images_videos/5ebc29dc0f44043a52f6f802e1939057_0058.JPG
1055,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8165,16.1494,2021-09-18T04:16:42Z,1.0,Cuniculus paca,44,92/3_92_0_1342/HLPXGM09049092/2021-09-04/images_videos/735a7ce3f535d5043e7a0aa5301ab844_0059.JPG
1056,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8165,16.1494,2021-09-18T04:17:03Z,1.0,Cuniculus paca,44,92/3_92_0_1342/HLPXGM09049092/2021-09-04/images_videos/5786bdf1bd7596b060c7bf9bb91eaebc_0061.JPG
1057,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.944,31.2598,2021-09-18T04:26:54Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/a5f939f51b531a16bb5970e1905a5b48_0331.JPG
1058,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.944,31.2598,2021-09-18T04:26:55Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/7321efa780c92e7d808efab69c150440_0332.JPG
1059,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8165,16.1494,2021-09-18T04:17:04Z,1.0,Cuniculus paca,44,92/3_92_0_1342/HLPXGM09049092/2021-09-04/images_videos/5bf08641959a714c2be9875cd657a6f2_0062.JPG
1060,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8211,16.1155,2021-09-18T04:42:48Z,1.0,Cuniculus paca,44,92/3_92_0_1342/HLPXGM09049271/2021-09-04/images_videos/b33e76f3fb3c0c7167787f97e26198e8_0065.JPG
1061,92,3_92_1_1340,Integro,Selvas humedas,Ocosingo,Chiapas,-90.9399,16.1481,2021-09-18T16:12:38Z,1.0,Aves,44,92/3_92_1_1340/HLPXGM09049514/2021-09-03/images_videos/6911c31c33bdf904c14f3fc3a9f07ce1_0068.JPG
1062,92,3_92_1_1340,Integro,Selvas humedas,Ocosingo,Chiapas,-90.9399,16.1481,2021-09-18T16:12:37Z,1.0,Aves,44,92/3_92_1_1340/HLPXGM09049514/2021-09-03/images_videos/132774807a6a3001a4ca36b286ed188d_0067.JPG
1063,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8072,16.1061,2021-09-19T04:41:10Z,1.0,Dasypus novemcinctus,44,92/3_92_0_1342/HLPXGM09048890/2021-09-04/images_videos/8c22c8167a2b937cdb8c1a3d187d9332_0001.JPG
1064,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8072,16.1061,2021-09-19T04:41:11Z,1.0,Dasypus novemcinctus,44,92/3_92_0_1342/HLPXGM09048890/2021-09-04/images_videos/905e2f48b1aff558632977e3d4310b5d_0002.JPG
1065,32,4_32_0_1280,Degradado,Selvas secas,Tlaquiltenango,Morelos,-99.1369,18.4907,2021-09-19T06:36:49Z,1.0,Procyon lotor,44,32/4_32_0_1280/HLPXGM09049996/2021-08-23/images_videos/e877b00053a646401d0946f4143be18b_0065.JPG
1066,32,4_32_0_1280,Degradado,Selvas secas,Tlaquiltenango,Morelos,-99.1369,18.4907,2021-09-19T06:36:48Z,1.0,Procyon lotor,44,32/4_32_0_1280/HLPXGM09049996/2021-08-23/images_videos/359d8c18c61eeb104d767be245d3b223_0064.JPG
1067,32,4_32_0_1280,Degradado,Selvas secas,Tlaquiltenango,Morelos,-99.1369,18.4907,2021-09-19T06:36:48Z,1.0,Procyon lotor,44,32/4_32_0_1280/HLPXGM09049996/2021-08-23/images_videos/359d8c18c61eeb104d767be245d3b223_0064.JPG
1068,32,4_32_0_1280,Degradado,Selvas secas,Tlaquiltenango,Morelos,-99.1369,18.4907,2021-09-19T06:36:49Z,1.0,Procyon lotor,44,32/4_32_0_1280/HLPXGM09049996/2021-08-23/images_videos/e877b00053a646401d0946f4143be18b_0065.JPG
1069,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.952,31.254,2021-09-19T17:24:04Z,1.0,Meleagris gallopavo,44,95/1_95_0_1348/HLPXGM09048863/2021-08-04/images_videos/5fb0521506bc2a697822c66f3f301a97_0325.JPG
1070,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8211,16.1155,2021-09-20T05:30:52Z,1.0,Dasypus novemcinctus,44,92/3_92_0_1342/HLPXGM09049271/2021-09-04/images_videos/05790629248d14defb19ab69e3ad5ca7_0071.JPG
1071,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8211,16.1155,2021-09-20T05:30:51Z,1.0,Dasypus novemcinctus,44,92/3_92_0_1342/HLPXGM09049271/2021-09-04/images_videos/6447ae077b33f648fb9e4da63301380c_0070.JPG
1072,32,4_32_0_1280,Degradado,Selvas secas,Tlaquiltenango,Morelos,-99.1437,18.4907,2021-09-20T10:00:31Z,1.0,Urocyon cinereoargenteus,44,32/4_32_0_1280/HLPXGM09049546/2021-08-23/images_videos/8b8b02ba11e3e214de313b05e42e25f3_0065.JPG
1073,32,4_32_0_1280,Degradado,Selvas secas,Tlaquiltenango,Morelos,-99.1437,18.4907,2021-09-20T10:00:29Z,1.0,Urocyon cinereoargenteus,44,32/4_32_0_1280/HLPXGM09049546/2021-08-23/images_videos/18597129e54097f7c76c85b537010148_0064.JPG
1074,32,4_32_0_1280,Degradado,Selvas secas,Tlaquiltenango,Morelos,-99.1369,18.4907,2021-09-20T07:06:13Z,1.0,Conepatus leuconotus,44,32/4_32_0_1280/HLPXGM09049996/2021-08-23/images_videos/5fe709c50d573537782d080f38adae5c_0067.JPG
1075,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-09-20T11:53:24Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/fcc2ea9d8d810925385e839a7e2a7ceb_0085.JPG
1076,32,4_32_0_1280,Degradado,Selvas secas,Tlaquiltenango,Morelos,-99.1437,18.4907,2021-09-20T10:00:45Z,1.0,Urocyon cinereoargenteus,44,32/4_32_0_1280/HLPXGM09049546/2021-08-23/images_videos/a2b4bebc93a7e4823daa9a60d424c451_0067.JPG
1077,32,4_32_0_1280,Degradado,Selvas secas,Tlaquiltenango,Morelos,-99.1437,18.4907,2021-09-20T10:00:47Z,1.0,Urocyon cinereoargenteus,44,32/4_32_0_1280/HLPXGM09049546/2021-08-23/images_videos/3c5eb842a172bcaf1a0f5c6f64f38171_0068.JPG
1078,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-09-20T11:53:25Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/b1e0d5619525a225c5c8e7fd030204fe_0086.JPG
1079,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-09-20T13:33:22Z,1.0,Buteo plagiatus,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/98395005673e027ad6e51fb522136609_1264.JPG
1080,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-09-20T13:33:23Z,1.0,Buteo plagiatus,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/09c9c0594b99c74ce91e8fc7344e289d_1265.JPG
1081,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.812,16.109,2021-09-20T23:58:02Z,1.0,Dasypus novemcinctus,44,92/3_92_0_1342/HLPXGM09048594/2021-09-04/images_videos/8ef893fac39addc87a24d632b7940614_0049.JPG
1082,32,4_32_1_1287,Integro,Selvas secas,Tlaquiltenango,Morelos,-99.0029,18.4224,2021-09-20T17:08:07Z,1.0,Nasua narica,44,32/4_32_1_1287/HLPXGM09049506/2021-08-11/images_videos/34b1bf041d33b1f2e05430ebf456d735_0869.JPG
1083,32,4_32_1_1287,Integro,Selvas secas,Tlaquiltenango,Morelos,-99.0029,18.4224,2021-09-20T17:08:06Z,1.0,Nasua narica,44,32/4_32_1_1287/HLPXGM09049506/2021-08-11/images_videos/7b394c6909348402db4c81861b9bee19_0868.JPG
1084,32,4_32_0_1280,Degradado,Selvas secas,Tlaquiltenango,Morelos,-99.1437,18.4907,2021-09-21T02:11:55Z,1.0,Bassariscus astutus,44,32/4_32_0_1280/HLPXGM09049546/2021-08-23/images_videos/1b1ab7f8fe404c5d56d0032803a4b56a_0070.JPG
1085,32,4_32_0_1280,Degradado,Selvas secas,Tlaquiltenango,Morelos,-99.1437,18.4907,2021-09-21T02:11:56Z,1.0,Bassariscus astutus,44,32/4_32_0_1280/HLPXGM09049546/2021-08-23/images_videos/1da84c18a6423c44d10aa0581dc67cd7_0071.JPG
1086,32,4_32_0_1280,Degradado,Selvas secas,Tlaquiltenango,Morelos,-99.1369,18.4907,2021-09-21T03:55:54Z,1.0,Procyon lotor,44,32/4_32_0_1280/HLPXGM09049996/2021-08-23/images_videos/1276712235b52ea9a04ba8105b29dcb9_0082.JPG
1087,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8211,16.1155,2021-09-21T07:45:03Z,1.0,Puma concolor,44,92/3_92_0_1342/HLPXGM09049271/2021-09-04/images_videos/0ae0b7f4761961cd0aa67bc056afbdef_0074.JPG
1088,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8211,16.1155,2021-09-21T07:45:02Z,1.0,Puma concolor,44,92/3_92_0_1342/HLPXGM09049271/2021-09-04/images_videos/d49639a6b6773ddcf8926377a9fcf44e_0073.JPG
1089,32,4_32_0_1280,Degradado,Selvas secas,Tlaquiltenango,Morelos,-99.1369,18.4907,2021-09-21T03:55:55Z,1.0,Procyon lotor,44,32/4_32_0_1280/HLPXGM09049996/2021-08-23/images_videos/b06002b95317554253517a738bed2bef_0083.JPG
1090,32,4_32_1_1287,Integro,Selvas secas,Tlaquiltenango,Morelos,-99.0029,18.4224,2021-09-21T11:14:26Z,1.0,Ortalis poliocephala,44,32/4_32_1_1287/HLPXGM09049506/2021-08-11/images_videos/7ef2220c6281c343feb6b05b60dea243_0908.JPG
1091,32,4_32_1_1287,Integro,Selvas secas,Tlaquiltenango,Morelos,-99.0029,18.4224,2021-09-21T11:14:25Z,1.0,Ortalis poliocephala,44,32/4_32_1_1287/HLPXGM09049506/2021-08-11/images_videos/8757cf8a2efaf2a8df58d04da6d40ead_0907.JPG
1092,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8211,16.1155,2021-09-21T13:01:16Z,1.0,Dicotyles tajacu,44,92/3_92_0_1342/HLPXGM09049271/2021-09-04/images_videos/1a1f4052c84f9b8d53b2b20648984d33_0076.JPG
1093,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8211,16.1155,2021-09-21T13:01:16Z,1.0,Dicotyles tajacu,44,92/3_92_0_1342/HLPXGM09049271/2021-09-04/images_videos/1a1f4052c84f9b8d53b2b20648984d33_0076.JPG
1094,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8211,16.1155,2021-09-21T13:01:17Z,1.0,Dicotyles tajacu,44,92/3_92_0_1342/HLPXGM09049271/2021-09-04/images_videos/b73df3af6ea6b40fe505651845784a78_0077.JPG
1095,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8211,16.1155,2021-09-21T13:01:32Z,1.0,Dicotyles tajacu,44,92/3_92_0_1342/HLPXGM09049271/2021-09-04/images_videos/956228706abb039ce778bf427cc77e34_0079.JPG
1096,92,3_92_0_1342,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8211,16.1155,2021-09-21T13:01:33Z,1.0,Dicotyles tajacu,44,92/3_92_0_1342/HLPXGM09049271/2021-09-04/images_videos/2b789f92de22e8e331e6c14f21a640e5_0080.JPG
