"cumulo","nomenclatura_nodo","integridad_nodo","ecosistema","municipio","estado","coord_longitud","coord_latitud","fecha_foto","numero_individuos","etiqueta","anotador_id","ruta"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.944,31.2598,2021-08-07 00:47:08,1,"Procyon lotor",44,"95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/afe309e9bc90e8e4105efb9a9ab69379_0037.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.944,31.2598,2021-08-07 00:47:09,1,"Procyon lotor",44,"95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/fd5e4c1b1ac80ce13f047131ed767854_0038.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.944,31.2598,2021-08-07 00:47:26,1,"Procyon lotor",44,"95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/3de815e23608aa1d391ff1f9df81bac4_0040.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.944,31.2598,2021-08-07 00:47:28,1,"Procyon lotor",44,"95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/b5c434fb0eabf9ab1fc3b192ae7ab4bc_0041.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.978,18.0967,2021-08-07 03:26:41,1,"Didelphis",44,"13/3_13_0_1399/HLPXGM09048483/2021-08-05/images_videos/78cf2d5c4a6e8d62c25df1a1c244009b_0067.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.9802,18.0886,2021-08-07 08:59:09,1,"Leptotila verreauxi",44,"13/3_13_0_1399/HLPXGM09048507/2021-08-05/images_videos/b2cef9d82d23810f7c02063aa209fe19_0031.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.9802,18.0886,2021-08-07 08:59:10,1,"Leptotila verreauxi",44,"13/3_13_0_1399/HLPXGM09048507/2021-08-05/images_videos/758a2d532c6f806089a7df3c6f77be47_0032.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.955,31.2639,2021-08-07 13:36:09,1,"Odocoileus virginianus",44,"95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/7ebc088a6ad1456aaf402c7ea6b941d7_0154.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.955,31.2639,2021-08-07 13:36:10,1,"Odocoileus virginianus",44,"95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/952045e05c72bca6ad84bc300ed44493_0155.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.9802,18.0886,2021-08-07 16:20:16,1,"Eira barbara",44,"13/3_13_0_1399/HLPXGM09048507/2021-08-05/images_videos/055542c826500bc116fba4135f719a13_0034.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.9802,18.0886,2021-08-07 16:20:17,1,"Eira barbara",44,"13/3_13_0_1399/HLPXGM09048507/2021-08-05/images_videos/5120ea7d83fb1215569e13dfdfbede2e_0035.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.9688,18.0872,2021-08-08 00:10:31,1,"Odocoileus virginianus",44,"13/3_13_0_1399/HLPXGM09048449/2021-08-03/images_videos/a86c3c830a27a49c0060020617e64467_0010.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.9688,18.0872,2021-08-08 00:10:51,1,"Odocoileus virginianus",44,"13/3_13_0_1399/HLPXGM09048449/2021-08-03/images_videos/f0b2f557f18a9ceb842f12e2d4a75006_0013.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.951,31.2598,2021-08-08 00:26:43,1,"Procyon lotor",44,"95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/7c5fb3c8dee2e587e7750a18ed4729f6_0214.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.951,31.2598,2021-08-08 00:26:44,1,"Procyon lotor",44,"95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/e57175bdff81c5e933985fb88869fe5e_0215.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.978,18.0967,2021-08-08 01:29:28,1,"Didelphis",44,"13/3_13_0_1399/HLPXGM09048483/2021-08-05/images_videos/2e58a00467eca4ca342b3988f94991a0_0070.JPG"
92,"3_92_1_1338","Integro","Selvas humedas","Ocosingo","Chiapas",-90.9133,16.1587,2021-08-08 01:57:20,1,"Mammalia",44,"92/3_92_1_1338/HLPXGM09049514/2021-07-28/images_videos/ec8e4c61ded8d08b4649393a9e5ab163_0049.JPG"
95,"1_95_1_1350","Integro","Bosques templados","Municipio de Agua Prieta","Sonora",-108.94,31.1856,2021-08-08 02:27:21,1,"Ursus americanus",44,"95/1_95_1_1350/HLPXGM09049766/2021-08-04/images_videos/9d17cff2d4e82a73bffe854652f0c7ae_0040.JPG"
95,"1_95_1_1350","Integro","Bosques templados","Municipio de Agua Prieta","Sonora",-108.94,31.1856,2021-08-08 02:27:22,1,"Ursus americanus",44,"95/1_95_1_1350/HLPXGM09049766/2021-08-04/images_videos/f11f8bd0e4b2b51dc0d0e379e3c9b0a2_0041.JPG"
95,"1_95_1_1350","Integro","Bosques templados","Municipio de Agua Prieta","Sonora",-108.94,31.1856,2021-08-08 02:29:28,1,"Ursus americanus",44,"95/1_95_1_1350/HLPXGM09049766/2021-08-04/images_videos/60f3f086266f17e2fc217dad389d4abc_0058.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.944,31.2598,2021-08-08 02:40:10,1,"Conepatus leuconotus",44,"95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/beb39f909282fa08c5c53810a17869c9_0049.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.944,31.2598,2021-08-08 02:40:11,1,"Conepatus leuconotus",44,"95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/88beba52684023b8932e7926e6865c01_0050.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.9802,18.0886,2021-08-08 05:04:43,1,"Odocoileus virginianus",44,"13/3_13_0_1399/HLPXGM09048507/2021-08-05/images_videos/3b050d39e93615a646c95faae6d5eb56_0037.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.9802,18.0886,2021-08-08 05:04:44,1,"Odocoileus virginianus",44,"13/3_13_0_1399/HLPXGM09048507/2021-08-05/images_videos/bc86b23f6db0efe7637e959cdcb269fb_0038.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.958,31.2577,2021-08-08 05:56:16,1,"Odocoileus virginianus",44,"95/1_95_0_1348/HLPXGM09049680/2021-08-04/images_videos/bcace672e7144b2e9f59d9ec445234e3_0058.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.958,31.2577,2021-08-08 05:56:18,1,"Odocoileus virginianus",44,"95/1_95_0_1348/HLPXGM09049680/2021-08-04/images_videos/0789da3ef1bf91c44fd08c7159f19354_0059.JPG"
95,"1_95_1_1350","Integro","Bosques templados","Municipio de Agua Prieta","Sonora",-108.945,31.1913,2021-08-08 12:35:42,1,"Odocoileus virginianus",44,"95/1_95_1_1350/HLPXGM09048206/2021-08-04/images_videos/4842e2df4ffce7c363ca3cbacf666429_0022.JPG"
95,"1_95_1_1350","Integro","Bosques templados","Municipio de Agua Prieta","Sonora",-108.945,31.1913,2021-08-08 12:35:43,1,"Odocoileus virginianus",44,"95/1_95_1_1350/HLPXGM09048206/2021-08-04/images_videos/bbaeab16c5592fcc74c8bf1412abb571_0023.JPG"
95,"1_95_1_1350","Integro","Bosques templados","Municipio de Agua Prieta","Sonora",-108.94,31.1856,2021-08-08 14:51:37,1,"Mammalia",44,"95/1_95_1_1350/HLPXGM09049766/2021-08-04/images_videos/e6ae067f146fd9a534b1c5274fd3b843_0227.JPG"
32,"4_32_1_1287","Integro","Selvas secas","Tlaquiltenango","Morelos",-99.0041,18.416,2021-08-12 08:16:26,1,"Nasua narica",44,"32/4_32_1_1287/HLPXGM09049539/2021-08-12/images_videos/6112b64adcefca6260a9f2bcd29f0f2d_0019.JPG"
32,"4_32_1_1287","Integro","Selvas secas","Tlaquiltenango","Morelos",-99.0041,18.416,2021-08-12 08:16:27,1,"Nasua narica",44,"32/4_32_1_1287/HLPXGM09049539/2021-08-12/images_videos/7cde9e14af4b57458575602c0ea63bfe_0020.JPG"
95,"1_95_1_1350","Integro","Bosques templados","Municipio de Agua Prieta","Sonora",-108.94,31.1927,2021-08-12 09:35:22,1,"Ursus americanus",44,"95/1_95_1_1350/HLPXGM09048975/2021-08-04/images_videos/b8f5bd02e251ddacf8e3d744361699be_0073.JPG"
95,"1_95_1_1350","Integro","Bosques templados","Municipio de Agua Prieta","Sonora",-108.94,31.1927,2021-08-12 09:35:23,1,"Ursus americanus",44,"95/1_95_1_1350/HLPXGM09048975/2021-08-04/images_videos/9c5d5c8e2984473bf223a3d669869d69_0074.JPG"
95,"1_95_1_1350","Integro","Bosques templados","Municipio de Agua Prieta","Sonora",-108.94,31.1927,2021-08-12 09:35:35,1,"Ursus americanus",44,"95/1_95_1_1350/HLPXGM09048975/2021-08-04/images_videos/1f7d3eba77062a8aa6e5082f0ca0a779_0076.JPG"
92,"3_92_1_1338","Integro","Selvas humedas","Marqués de Comillas","Chiapas",-90.9048,16.1583,2021-08-13 08:55:50,2,"Crax rubra",44,"92/3_92_1_1338/HLPXGM09048890/2021-07-28/images_videos/a7b3f97d8b7e4a23607391089b1a84f8_0050.JPG"
92,"3_92_1_1338","Integro","Selvas humedas","Marqués de Comillas","Chiapas",-90.9048,16.1583,2021-08-13 08:56:02,2,"Crax rubra",44,"92/3_92_1_1338/HLPXGM09048890/2021-07-28/images_videos/e57c425460c0564d9b3af6648d7a8df2_0052.JPG"
92,"3_92_1_1338","Integro","Selvas humedas","Marqués de Comillas","Chiapas",-90.9048,16.1583,2021-08-13 08:56:03,2,"Crax rubra",44,"92/3_92_1_1338/HLPXGM09048890/2021-07-28/images_videos/3f85892b1019672941cbc265e276601b_0053.JPG"
92,"3_92_1_1338","Integro","Selvas humedas","Marqués de Comillas","Chiapas",-90.9048,16.1583,2021-08-13 08:56:31,1,"Crax rubra",44,"92/3_92_1_1338/HLPXGM09048890/2021-07-28/images_videos/36f77a142b341fbbac544a22e962d31a_0055.JPG"
92,"3_92_1_1338","Integro","Selvas humedas","Marqués de Comillas","Chiapas",-90.9048,16.1583,2021-08-13 08:56:32,1,"Crax rubra",44,"92/3_92_1_1338/HLPXGM09048890/2021-07-28/images_videos/ee0d21bb1d78e33733ebf6d0d8888ed7_0056.JPG"
92,"3_92_1_1338","Integro","Selvas humedas","Marqués de Comillas","Chiapas",-90.9048,16.1583,2021-08-13 08:57:42,1,"Crax rubra",44,"92/3_92_1_1338/HLPXGM09048890/2021-07-28/images_videos/c586ef021ea63f7e438075a64394a71d_0058.JPG"
92,"3_92_1_1338","Integro","Selvas humedas","Marqués de Comillas","Chiapas",-90.9048,16.1583,2021-08-13 08:57:43,1,"Crax rubra",44,"92/3_92_1_1338/HLPXGM09048890/2021-07-28/images_videos/1873084aad98dc589a176c2d7b3049c0_0059.JPG"
92,"3_92_1_1338","Integro","Selvas humedas","Marqués de Comillas","Chiapas",-90.9048,16.1583,2021-08-13 08:58:00,1,"Crax rubra",44,"92/3_92_1_1338/HLPXGM09048890/2021-07-28/images_videos/f0536100848d06b83f228d468181e522_0061.JPG"
92,"3_92_1_1338","Integro","Selvas humedas","Marqués de Comillas","Chiapas",-90.9048,16.1583,2021-08-13 08:58:01,1,"Crax rubra",44,"92/3_92_1_1338/HLPXGM09048890/2021-07-28/images_videos/752e00ba65e1c828f327ff885d904125_0062.JPG"
92,"3_92_1_1338","Integro","Selvas humedas","Marqués de Comillas","Chiapas",-90.9048,16.1583,2021-08-13 08:59:01,1,"Crax rubra",44,"92/3_92_1_1338/HLPXGM09048890/2021-07-28/images_videos/f9aba932863ed70a71585d2e59c0d12e_0064.JPG"
92,"3_92_1_1338","Integro","Selvas humedas","Marqués de Comillas","Chiapas",-90.9048,16.1583,2021-08-13 08:59:02,1,"Crax rubra",44,"92/3_92_1_1338/HLPXGM09048890/2021-07-28/images_videos/9a9c632bd9747c5f0e8fb64fb135b41d_0065.JPG"
92,"3_92_1_1338","Integro","Selvas humedas","Marqués de Comillas","Chiapas",-90.9048,16.1583,2021-08-13 08:59:32,1,"Crax rubra",44,"92/3_92_1_1338/HLPXGM09048890/2021-07-28/images_videos/70dfeeedc68dd857edfa74a179b6da88_0067.JPG"
92,"3_92_1_1338","Integro","Selvas humedas","Marqués de Comillas","Chiapas",-90.9048,16.1583,2021-08-13 08:59:33,1,"Crax rubra",44,"92/3_92_1_1338/HLPXGM09048890/2021-07-28/images_videos/58fbd37c6794d8d80e88e5754f585697_0068.JPG"
32,"4_32_1_1287","Integro","Selvas secas","Tlaquiltenango","Morelos",-99.0041,18.416,2021-08-13 21:40:44,1,"Didelphis virginiana",44,"32/4_32_1_1287/HLPXGM09049539/2021-08-12/images_videos/4356771faaea9f0a59ab537d7d24569d_0037.JPG"
32,"4_32_1_1287","Integro","Selvas secas","Tlaquiltenango","Morelos",-99.0041,18.416,2021-08-13 21:40:45,1,"Didelphis virginiana",44,"32/4_32_1_1287/HLPXGM09049539/2021-08-12/images_videos/38b0d3b658f2d878f6f5dec903a30bec_0038.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.978,18.0967,2021-08-13 21:52:48,1,"Odocoileus virginianus",44,"13/3_13_0_1399/HLPXGM09048483/2021-08-05/images_videos/e330b324ffd6890f305d66d673faf477_0097.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.978,18.0967,2021-08-14 00:20:48,1,"Dasypus novemcinctus",44,"13/3_13_0_1399/HLPXGM09048483/2021-08-05/images_videos/37734fdec515dcedb9d6db0476b0fbc1_0100.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.978,18.0967,2021-08-14 00:21:03,1,"Dasypus novemcinctus",44,"13/3_13_0_1399/HLPXGM09048483/2021-08-05/images_videos/4829ae5bd42d71e4700da1787ea49231_0101.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.978,18.0967,2021-08-14 03:22:18,1,"Didelphis",44,"13/3_13_0_1399/HLPXGM09048483/2021-08-05/images_videos/8baa014d1c1df197547bf6670d371118_0103.JPG"
95,"1_95_1_1350","Integro","Bosques templados","Municipio de Agua Prieta","Sonora",-108.94,31.1856,2021-08-11 13:14:03,1,"Odocoileus virginianus",44,"95/1_95_1_1350/HLPXGM09049766/2021-08-04/images_videos/cd2a4fbf82efb69d6e891110ca0d02d1_0242.JPG"
32,"4_32_1_1287","Integro","Selvas secas","Tlaquiltenango","Morelos",-98.9998,18.4195,2021-08-11 19:50:28,1,"Urocyon cinereoargenteus",44,"32/4_32_1_1287/HLPXGM09049537/2021-08-11/images_videos/b8a97e9904f3046d246f400cdfe6c5fc_0016.JPG"
32,"4_32_1_1287","Integro","Selvas secas","Tlaquiltenango","Morelos",-98.9998,18.4195,2021-08-11 19:50:30,1,"Urocyon cinereoargenteus",44,"32/4_32_1_1287/HLPXGM09049537/2021-08-11/images_videos/4ab75d74af7d8960e9b0267e1b722e76_0017.JPG"
32,"4_32_1_1287","Integro","Selvas secas","Tlaquiltenango","Morelos",-98.9998,18.4195,2021-08-11 19:52:27,1,"Urocyon cinereoargenteus",44,"32/4_32_1_1287/HLPXGM09049537/2021-08-11/images_videos/b0fd47472f7738799f5d3a132ba2ffd9_0019.JPG"
32,"4_32_1_1287","Integro","Selvas secas","Tlaquiltenango","Morelos",-98.9998,18.4195,2021-08-11 19:52:28,1,"Urocyon cinereoargenteus",44,"32/4_32_1_1287/HLPXGM09049537/2021-08-11/images_videos/6adcb9851f54b698aaf7df75071214c6_0020.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.958,31.2577,2021-08-12 01:55:07,1,"Odocoileus virginianus",44,"95/1_95_0_1348/HLPXGM09049680/2021-08-04/images_videos/daabac913af8ad199f7ed60467321693_0073.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.958,31.2577,2021-08-12 01:55:09,1,"Odocoileus virginianus",44,"95/1_95_0_1348/HLPXGM09049680/2021-08-04/images_videos/96e4a378cb56667fb46a5a1a19060bb8_0074.JPG"
32,"4_32_1_1287","Integro","Selvas secas","Tlaquiltenango","Morelos",-99.0029,18.4224,2021-08-12 06:44:26,1,"Urocyon cinereoargenteus",44,"32/4_32_1_1287/HLPXGM09049506/2021-08-11/images_videos/8684013be0c586291ebd51fea7a0d710_0013.JPG"
32,"4_32_1_1287","Integro","Selvas secas","Tlaquiltenango","Morelos",-99.0029,18.4224,2021-08-12 06:44:26,1,"Urocyon cinereoargenteus",44,"32/4_32_1_1287/HLPXGM09049506/2021-08-11/images_videos/8684013be0c586291ebd51fea7a0d710_0013.JPG"
32,"4_32_1_1287","Integro","Selvas secas","Tlaquiltenango","Morelos",-99.0029,18.4224,2021-08-12 06:44:27,1,"Urocyon cinereoargenteus",44,"32/4_32_1_1287/HLPXGM09049506/2021-08-11/images_videos/449d1c9282f990ce9c93687d534ced10_0014.JPG"
95,"1_95_1_1350","Integro","Bosques templados","Municipio de Agua Prieta","Sonora",-108.94,31.1927,2021-08-12 09:35:36,1,"Ursus americanus",44,"95/1_95_1_1350/HLPXGM09048975/2021-08-04/images_videos/6f2d84a089a17ade8049b4c10368f6cc_0077.JPG"
95,"1_95_1_1350","Integro","Bosques templados","Municipio de Agua Prieta","Sonora",-108.94,31.1927,2021-08-12 09:35:48,1,"Ursus americanus",44,"95/1_95_1_1350/HLPXGM09048975/2021-08-04/images_videos/8850456003ba5ce54331ba791f3e35c1_0079.JPG"
95,"1_95_1_1350","Integro","Bosques templados","Municipio de Agua Prieta","Sonora",-108.94,31.1927,2021-08-12 09:35:49,1,"Ursus americanus",44,"95/1_95_1_1350/HLPXGM09048975/2021-08-04/images_videos/7b97594c0c99dfbebfd0507d6db46dd9_0080.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.955,31.2639,2021-08-12 10:02:39,1,"Odocoileus virginianus",44,"95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/3adf8ceed72fcf65432397bcb93e4969_0169.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.955,31.2639,2021-08-12 10:02:40,1,"Odocoileus virginianus",44,"95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/f1e446116bc5f988a4a7a70caf60d63c_0170.JPG"
32,"4_32_1_1287","Integro","Selvas secas","Tlaquiltenango","Morelos",-98.9959,18.4228,2021-08-12 10:27:31,1,"Ortalis poliocephala",44,"32/4_32_1_1287/HLPXGM09049523/2021-08-11/images_videos/734045f6da9dd70ded63fe4c119c5b34_0064.JPG"
32,"4_32_1_1287","Integro","Selvas secas","Tlaquiltenango","Morelos",-98.9959,18.4228,2021-08-12 10:27:32,1,"Ortalis poliocephala",44,"32/4_32_1_1287/HLPXGM09049523/2021-08-11/images_videos/e7ae823c2888d259223c92ac8c824ee8_0065.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.978,18.0967,2021-08-14 03:22:33,1,"Didelphis",44,"13/3_13_0_1399/HLPXGM09048483/2021-08-05/images_videos/4f1629f3e74ba5354541c099b01566eb_0104.JPG"
32,"4_32_1_1287","Integro","Selvas secas","Tlaquiltenango","Morelos",-98.9998,18.4195,2021-08-14 03:27:09,1,"Dasypus novemcinctus",44,"32/4_32_1_1287/HLPXGM09049537/2021-08-11/images_videos/e89ef6d3a83620891efa3dddeab1c71b_0176.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.951,31.2598,2021-08-14 05:19:47,1,"Odocoileus virginianus",44,"95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/9027c0fab9c58c3b9c200a382d5004b9_0313.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.951,31.2598,2021-08-14 05:19:48,1,"Odocoileus virginianus",44,"95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/2cc34b2bd802ce066f6c96c2e84759eb_0314.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.955,31.2639,2021-08-14 09:38:46,1,"Meleagris gallopavo",44,"95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/d1c1ac7b570d58e8f8fa0ca31699489a_0178.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.955,31.2639,2021-08-14 09:38:47,1,"Meleagris gallopavo",44,"95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/dfc1a552c9dd3e562c097af801e9c3e8_0179.JPG"
32,"4_32_1_1287","Integro","Selvas secas","Tlaquiltenango","Morelos",-98.9965,18.4153,2021-08-14 10:00:45,1,"Ortalis poliocephala",44,"32/4_32_1_1287/HLPXGM09049971/2021-08-11/images_videos/51e52ec51502a950368f937191d77ed0_0025.JPG"
32,"4_32_1_1287","Integro","Selvas secas","Tlaquiltenango","Morelos",-98.9965,18.4153,2021-08-14 10:00:46,1,"Ortalis poliocephala",44,"32/4_32_1_1287/HLPXGM09049971/2021-08-11/images_videos/19ced8b78300e6b6e8e5a5a39016cbd4_0026.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.958,31.2577,2021-08-14 11:38:47,1,"Odocoileus virginianus",44,"95/1_95_0_1348/HLPXGM09049680/2021-08-04/images_videos/16290f180490b5082131cfc99bb0c588_0376.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.958,31.2577,2021-08-14 11:38:48,1,"Odocoileus virginianus",44,"95/1_95_0_1348/HLPXGM09049680/2021-08-04/images_videos/99b8aad3aab3178b7c6fbaed849af27e_0377.JPG"
92,"3_92_0_1339","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.8041,16.1555,2021-08-14 18:25:01,1,"Crax rubra",44,"92/3_92_0_1339/HLPXGM09048599/2021-07-29/images_videos/bab621f6ec39fe0bf34eccf9677491cc_0013.JPG"
92,"3_92_0_1339","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.8138,16.1566,2021-08-14 23:56:39,1,"Mammalia",44,"92/3_92_0_1339/HLPXGM09048925/2021-07-29/images_videos/d48deedd513598417f81f26120433465_0058.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.955,31.2639,2021-08-15 02:41:26,1,"Procyon lotor",44,"95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/75c3d57a717fb951c0e01f1a7605aea9_0181.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.955,31.2639,2021-08-15 02:41:27,1,"Procyon lotor",44,"95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/634c3795ba01c712b2e02b0bebb87222_0182.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.944,31.2598,2021-08-15 06:10:08,1,"Sciurus nayaritensis",44,"95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/fde0f5fb06e3984778d066d435535426_0103.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.944,31.2598,2021-08-15 06:10:10,1,"Sciurus nayaritensis",44,"95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/3ddf38425fbdf29f98e208ae7f353776_0104.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.978,18.0967,2021-08-15 06:52:45,1,"Odocoileus virginianus",44,"13/3_13_0_1399/HLPXGM09048483/2021-08-05/images_videos/09570ded4f25c27483d565af5cf7f2df_0106.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.978,18.0967,2021-08-15 06:53:00,1,"Odocoileus virginianus",44,"13/3_13_0_1399/HLPXGM09048483/2021-08-05/images_videos/3876d9d3bbaa9e7fa3366620a522d95c_0107.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.978,18.0967,2021-08-15 06:53:26,1,"Odocoileus virginianus",44,"13/3_13_0_1399/HLPXGM09048483/2021-08-05/images_videos/c2e6e8852739a6f3b83aabe1fe86455b_0109.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.978,18.0967,2021-08-15 06:53:41,1,"Odocoileus virginianus",44,"13/3_13_0_1399/HLPXGM09048483/2021-08-05/images_videos/a1738af478a375a4a1679130c3ed9228_0110.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.978,18.0967,2021-08-15 06:53:51,1,"Odocoileus virginianus",44,"13/3_13_0_1399/HLPXGM09048483/2021-08-05/images_videos/045ec3184ad671b9877ea4525c60fc62_0112.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.978,18.0967,2021-08-15 06:54:06,1,"Odocoileus virginianus",44,"13/3_13_0_1399/HLPXGM09048483/2021-08-05/images_videos/271c2b605e0aa0e3130073175c51cf4c_0113.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.978,18.0967,2021-08-15 09:16:54,1,"Nasua narica",44,"13/3_13_0_1399/HLPXGM09048483/2021-08-05/images_videos/e6cb3251777c2b08dcd77d691c6de22e_0115.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.978,18.0967,2021-08-15 09:16:54,1,"Nasua narica",44,"13/3_13_0_1399/HLPXGM09048483/2021-08-05/images_videos/e6cb3251777c2b08dcd77d691c6de22e_0115.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.978,18.0967,2021-08-15 09:17:09,1,"Nasua narica",44,"13/3_13_0_1399/HLPXGM09048483/2021-08-05/images_videos/4e0dcf25945503c05fa6c770741ce59e_0116.JPG"
13,"3_13_0_1399","Degradado","Selvas humedas","Palizada","Campeche",-91.978,18.0967,2021-08-15 09:17:09,1,"Nasua narica",44,"13/3_13_0_1399/HLPXGM09048483/2021-08-05/images_videos/4e0dcf25945503c05fa6c770741ce59e_0116.JPG"
92,"3_92_1_1338","Integro","Selvas humedas","Marqués de Comillas","Chiapas",-90.9048,16.1583,2021-08-15 10:06:49,1,"Tinamidae",44,"92/3_92_1_1338/HLPXGM09048890/2021-07-28/images_videos/98a89f8763965d86b14484c0aaea0936_0070.JPG"
92,"3_92_1_1338","Integro","Selvas humedas","Marqués de Comillas","Chiapas",-90.9048,16.1583,2021-08-15 10:06:50,1,"Tinamidae",44,"92/3_92_1_1338/HLPXGM09048890/2021-07-28/images_videos/d6c5d033690b934ddd6aa4edcacf9120_0071.JPG"
